"Loại","Ngày","Name / Number","Sender","Nội dung"
"Đã nhận","19 thg 8, 2025 21:14:09","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Đã gửi","19 thg 8, 2025 21:14:05","888","","D6V"
"Đã nhận","19 thg 8, 2025 13:02:54","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Đã gửi","19 thg 8, 2025 13:02:51","888","","HUY D6V Y"
"Đã nhận","19 thg 8, 2025 13:02:43","888","888","Yeu cau Huy goi D6V khong thanh cong do goi cuoc van con 0.34GB. De xac nhan huy het uu dai con lai trong goi va huy goi, QK soan HUY D6V Y gui 888. CSKH: 18001091 (0d). Tran trong!"
"Đã gửi","19 thg 8, 2025 13:02:41","888","","HUY D6V"
"Đã nhận","19 thg 8, 2025 13:02:14","888","888","Goi cuoc D6V: (6.000d/1 ngay) cua QK se duoc gia han chu ky tiep theo vao 08:16:27 ngay 20/08/02025. QK vui long duy tri tai khoan chinh toi thieu 6.000d de duoc gia han tu dong va huong uu dai goi cuoc. CSKH: 18001091 (0d). Tran trong!"
"Đã nhận","19 thg 8, 2025 08:16:47","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Đã gửi","19 thg 8, 2025 08:16:25","888","","D6V"
"Đã nhận","18 thg 8, 2025 09:01:13","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Đã gửi","18 thg 8, 2025 09:00:51","888","","HUY D6V Y"
"Đã nhận","18 thg 8, 2025 05:52:23","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Đã gửi","18 thg 8, 2025 05:52:00","888","","D6V"
"Đã nhận","16 thg 8, 2025 16:46:18","VinaPhone","VinaPhone","Thuê bao của Quý khách đang nằm trong khu vực phủ sóng VinaPhone 5G. Quý khách hãy bật 5G trên máy điện thoại để trải nghiệm VinaPhone 5G siêu tốc độ. Mời Quý khách tham khảo cách bật 5G tại https://vnpt.com.vn/tu-van/cach-kich-hoat-5g-vinaphone.html . Trân trọng cảm ơn Quý khách đã đồng hành cùng VinaPhone. CSKH: 18001091 (0đ)."
"Đã nhận","14 thg 8, 2025 11:51:02","NAPTHE-VNP","NAPTHE-VNP","(TB) QUÀ TẶNG GIỮA THÁNG! Chỉ cần nạp thẻ vào NGÀY MAI 15/8/2025, Quý khách được tặng thêm ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","12 thg 8, 2025 10:30:02","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng quên Nạp thẻ nhận ưu đãi 20% trong HÔM NAY 12/8/2025, dành riêng cho Quý khách nhận được tin nhắn! Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). "
"Đã nhận","11 thg 8, 2025 11:31:48","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ ngay - Ưu đãi đến tay! Dành cho Quý khách nhận được tin nhắn:
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 12/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
"Đã nhận","10 thg 8, 2025 09:35:24","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ liền tay - May mắn tới ngay! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong HÔM NAY 10/8/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Đã nhận","5 thg 8, 2025 10:03:40","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng quên Nạp thẻ nhận ngay ưu đãi 20% trong HÔM NAY 05/8/2025, dành riêng cho Quý khách nhận được tin nhắn! Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ). "
"Đã nhận","4 thg 8, 2025 10:58:42","NAPTHE-VNP","NAPTHE-VNP","(TB) TUẦN MỚI - QUÀ TỚI! Dành cho Quý khách nhận được tin nhắn :
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 05/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). 
"
"Đã nhận","3 thg 8, 2025 09:36:33","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp tiền tặng 50% - Vào My VNPT ngay! Áp dụng duy nhất khi Quý khách nạp tiền điện thoại bằng hình thức trực tiếp trên ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt trong HÔM NAY 03/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Đã nhận","31 thg 7, 2025 14:35:09","NAPTHE-VNP","NAPTHE-VNP","(TB) THÁNG MỚI VUI VẺ - NẠP THẺ CÓ QUÀ! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 01/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","30 thg 7, 2025 22:34:42","VNG","VNG","VNG: Activation code 263956 is used for VNGGames authentication"
"Đã nhận","30 thg 7, 2025 12:36:09","CHINH PHU","CHINH PHU","[TB] Toàn dân tích cực tham gia phòng, chống mua bán người. Khi phát hiện dấu hiệu liên quan đến mua bán người hãy thông báo ngay cho cơ quan Công an nơi gần nhất hoặc Tổng đài quốc gia 111 để được tư vấn, hỗ trợ, hướng dẫn kịp thời."
"Đã nhận","27 thg 7, 2025 09:08:48","MyVNPT","MyVNPT","(TB) KHUYẾN MẠI 50% NẠP THẺ VINA duy nhất hôm nay! Nhận ngay ưu đãi 50% (tối đa 10.000đ) vào tài khoản chính khi nạp trực tiếp trên My VNPT ngày 27/07! Áp dụng với giao dịch nạp thẻ đầu tiên cho chính mình của thuê bao trả trước. Nạp ngay tại https://my.vnpt.com.vn/adv/nap50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Đã nhận","24 thg 7, 2025 23:26:59","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Đã gửi","24 thg 7, 2025 23:26:17","888","","HUY D6V Y"
"Đã nhận","24 thg 7, 2025 20:15:55","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Đã nhận","24 thg 7, 2025 19:56:52","888","888","Quy khach da gia han thanh cong goi D6V(6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. HSD: 19:56 25/07/2025. Tra cuu chi tiet goi tai https://my.vnpt.com.vn/adv/dungluong. LH 18001091(0d)"
"Đã nhận","23 thg 7, 2025 19:56:31","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Đã gửi","23 thg 7, 2025 19:56:26","888","","D6V"
"Đã nhận","23 thg 7, 2025 19:18:29","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Đã nhận","22 thg 7, 2025 19:29:17","MOMO","MOMO","Ban co 10.000D qua Nap Dien Thoai & 140.000D qua khac trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Đã nhận","21 thg 7, 2025 19:50:48","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/7. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Đã nhận","20 thg 7, 2025 17:54:19","NAPTHE-VNP","NAPTHE-VNP","(TB) Điện thoại hết tiền chớ lo - Đã có khuyến mại to! VinaPhone tặng Quý khách 50% khi nạp tiền điện thoại bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 20/7/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Đã nhận","17 thg 7, 2025 13:49:18","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp căng tài khoản -Vui hè cùng khuyến mại! Chỉ cần nạp thẻ vào NGÀY MAI 18/7/2025, Quý khách được tặng thêm ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","15 thg 7, 2025 10:20:07","NAPTHE-VNP","NAPTHE-VNP","(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 15/7/2025, có ngay:
+ 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). 
"
"Đã nhận","14 thg 7, 2025 21:04:52","BO CONG AN","BO CONG AN","Cục An ninh mạng và Phòng chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo giả mạo doanh nghiệp lữ hành, cơ sở lưu trú, khách sạn, khu nghỉ dưỡng… quảng cáo thông tin về các chương trình du lịch. Người dân khi có nhu cầu tìm kiếm tour du lịch, đặt phòng khách sạn… thông qua mạng xã hội cần kiểm tra kỹ Tính minh bạch của trang, lịch sử đổi tên, quốc gia của quản trị viên. Nếu thấy tài khoản mới được tạo lập hoặc mới đổi tên cần cảnh giác, kiểm tra kỹ thông tin từ nhiều nguồn khác nhau."
"Đã nhận","14 thg 7, 2025 13:38:41","NAPTHE-VNP","NAPTHE-VNP","(TB) Siêu ưu đãi giữa tháng dành cho Quý khách nhận được tin nhắn:
+ Có ngay 20% giá trị thẻ nạp trong NGÀY MAI 15/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. 
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ). 
"
"Đã nhận","10 thg 7, 2025 11:01:39","NAPTHE-VNP","NAPTHE-VNP","(TB) Ngày vàng tới rồi - Nạp thẻ ngay thôi! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 11/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","8 thg 7, 2025 20:29:23","BO CONG AN","BO CONG AN","Cục An ninh mạng và Phòng chống tội phạm sử dụng công nghệ cao cảnh báo: Xuất hiện tình trạng lừa đảo giả mạo lực lượng chức năng xã/phường… thông báo về sắp xếp đơn vị hành chính mới trên cả nước. Các đối tượng yêu cầu người dân truy cập đường dẫn hoặc cài ứng dụng VNeID giả mạo chứa mã độc, dụ dỗ người dân nhằm lấy mã OTP tài khoản ngân hàng hoặc dữ liệu sinh trắc học nhằm chiếm đoạt tài sản. Người dân cần cảnh giác, không làm theo các yêu cầu qua điện thoại, chỉ thực hiện cập nhật thông tin trực tiếp tại Công an xã/phường nơi sinh sống; Trình báo đến cơ quan Công an nơi gần nhất để được hướng dẫn."
"Đã nhận","8 thg 7, 2025 11:04:20","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ ngay- Quà liền tay! VinaPhone tặng riêng cho Quý khách nhận được tin nhắn:
+ 20% giá trị thẻ nạp trong HÔM NAY 08/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .CSKH: 18001091 (0đ)."
"Đã nhận","7 thg 7, 2025 15:34:16","NAPTHE-VNP","NAPTHE-VNP","(TB)VinaPhone có quà dành riêng cho Quý khách nhận được tin nhắn! Chỉ cần nạp thẻ trong NGÀY MAI 08/7/2025:
+ Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.
+ Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe .
CSKH: 18001091 (0đ). "
"Đã nhận","6 thg 7, 2025 22:02:18","NAPTHE-VNP","NAPTHE-VNP","(TB) Vào My VNPT nạp liền tay – Nhận 50% ngay! Áp dụng duy nhất khi Quý khách nạp tiền điện thoại bằng hình thức trực tiếp trên ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt trong ngày 06/7/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Đã nhận","30 thg 6, 2025 13:53:37","900","900","Tai khoan cua Quy khach da duoc nap 50,000d tu 333895 vao 30/06/2025 13:53:34. Ma giao dich 2323256250. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","30 thg 6, 2025 13:53:35","900","900","Tai khoan cua Quy khach da duoc nap 50,000d tu 333895 vao 30/06/2025 13:53:34. Ma giao dich 2323256250. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","26 thg 6, 2025 20:18:23","BOCONGAN","BOCONGAN","[TB] Tham gia phòng, chống ma túy là bảo vệ chính bạn, gia đình và xã hội - Vì tương lai tốt đẹp!"
"Đã nhận","26 thg 6, 2025 18:39:03","VinaPhone","VinaPhone","(CSKH) Nhân kỷ niệm sinh nhật 29 năm, để tri ân Quý khách đã đồng hành trong suốt thời gian qua, VinaPhone tặng Quý khách 1000 điểm VinaPhone Plus để sử dụng đổi vật phẩm, voucher và nhiều quà tặng hấp dẫn khác. Kính mời Quý khách truy cập website hoặc ứng dụng My VNPT http://my.vnpt.com.vn/adv/vplus để nhận ưu đãi từ chương trình. CSKH 18001091 (0đ). Trân trọng./."
"Đã nhận","26 thg 6, 2025 15:26:43","VNG","VNG","VNG: Activation code 149642 is used for VNGGames authentication"
"Đã nhận","23 thg 6, 2025 22:56:28","888","888","Quy khach da huy goi D6V thanh cong. Moi Quy khach tham khao cac goi cuoc SIEU UU DAI tren ung dung MyVNPT https://my.vnpt.com.vn/adv/muagoicuoc . CSKH: 18001091(0d)."
"Đã gửi","23 thg 6, 2025 22:56:24","888","","HUY D6V Y"
"Đã nhận","23 thg 6, 2025 22:56:14","888","888","Tin nhan cua Quy khach khong hop le. Vui long soan tin CTKM gui 900 hoac truy cap My VNPT tai https://my.vnpt.com.vn/adv/muagoicuoc de biet chi tiet UU DAI danh rieng cho Quy khach. CSKH: 18001091 (0d)."
"Đã gửi","23 thg 6, 2025 22:56:12","888","","D6V Y"
"Đã nhận","23 thg 6, 2025 22:32:43","888","888","Quy khach da gia han thanh cong goi D6V(6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. HSD: 22:32 24/06/2025. Tra cuu chi tiet goi tai https://my.vnpt.com.vn/adv/dungluong. LH 18001091(0d)"
"Đã nhận","23 thg 6, 2025 09:06:39","VinaPhone","VinaPhone","Thuê bao của Quý khách đang nằm trong khu vực phủ sóng VinaPhone 5G. Quý khách hãy bật 5G trên máy điện thoại để trải nghiệm VinaPhone 5G siêu tốc độ. Mời Quý khách tham khảo cách bật 5G tại https://vnpt.com.vn/tu-van/cach-kich-hoat-5g-vinaphone.html . Trân trọng cảm ơn Quý khách đã đồng hành cùng VinaPhone. CSKH: 18001091 (0đ)."
"Đã nhận","22 thg 6, 2025 22:32:33","888","888","QK da dang ky thanh cong goi D6V (6.000d/24h) voi UU DAI: 2GB+ MyTV addon VTVcab. Het dung luong ngung truy cap. Goi duoc gia han tu dong. Tra cuu chi tiet goi tren My VNPT https://my.vnpt.com.vn/adv/dungluong . CSKH 18001091(0d)."
"Đã gửi","22 thg 6, 2025 22:32:28","888","","D6V"
"Đã nhận","22 thg 6, 2025 18:02:28","BOCONGAN","BOCONGAN","[TB] Chung một quyết tâm - Hãy hành động vì cộng đồng không ma tuý!"
"Đã nhận","21 thg 6, 2025 22:31:15","900","900","Tai khoan cua Quy khach da duoc nap 10,000d tu 151753 vao 21/06/2025 22:31:09. Ma giao dich 2318037465. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!"
"Đã nhận","21 thg 6, 2025 19:45:20","MOMO","MOMO","Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 30/6. Mo Vi > UU DAI > QUA CUA TOI dung ngay!"
"Đã nhận","21 thg 6, 2025 17:09:04","VinaPhone","VinaPhone","(CSKH) Nhân kỷ niệm sinh nhật 29 năm, để tri ân Quý khách đã đồng hành trong suốt thời gian qua, VinaPhone tặng Quý khách 1000 điểm VinaPhone Plus để sử dụng đổi vật phẩm, voucher và nhiều quà tặng hấp dẫn khác. Kính mời Quý khách truy cập website hoặc ứng dụng My VNPT http://my.vnpt.com.vn/adv/vplus để nhận ưu đãi từ chương trình. CSKH 18001091 (0đ). Trân trọng./."
"Đã nhận","19 thg 6, 2025 14:23:13","NAPTHE-VNP","NAPTHE-VNP","(TB) Ngày vàng tới - Nạp thẻ ngay đừng đợi! Quý khách nhận ngay ưu đãi 20% giá trị thẻ nạp vào NGÀY MAI 20/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","18 thg 6, 2025 20:34:24","BOCONGAN","BOCONGAN","[TB] Toàn dân tích cực hưởng ứng Tháng hành động phòng, chống ma túy (tháng 6), Ngày quốc tế phòng, chống ma túy và Ngày toàn dân phòng, chống ma túy (ngày 26/6)!"
"Đã nhận","15 thg 6, 2025 09:41:15","NAPTHE-VNP","NAPTHE-VNP","(TB) SIÊU KHUYẾN MẠI GIỮA THÁNG! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 15/6/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH: 18001091 (0đ)."
"Đã nhận","7 thg 6, 2025 13:49:54","CELLPHONES","CELLPHONES","Back to School 2025 da tro lai tu 6/6 - 31/10 voi chuoi CT hap dan danh rieng HSSV: Giam them 10% + qua dac quyen 1.6tr. Chi tiet: https://go.cps.onl/yckwwh48"
"Đã nhận","5 thg 6, 2025 16:47:28","NAPTHE-VNP","NAPTHE-VNP","(TB) Nạp thẻ nhận quà! VinaPhone tặng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 06/6/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Thêm ưu đãi khi nạp tại: https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ)."
"Đã nhận","1 thg 6, 2025 15:22:39","NAPTHE-VNP","NAPTHE-VNP","(TB) THÁNG MỚI - QUÀ KHỦNG! Duy nhất HÔM NAY - 01/6/2025, Quý khách nhận ngay 50% khi nạp tiền bằng hình thức trực tiếp duy nhất trên ứng dụng My VNPT tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH:18001091 (0đ)."
"Đã nhận","31 thg 5, 2025 16:44:13","MyVNPT","MyVNPT","(TB) Ưu đãi 50% mỗi Chủ Nhật khi nạp thẻ VinaPhone trên My VNPT! Chủ Nhật 1/6/2025, My VNPT tặng bạn khuyến mại 50% vào TKKM3 dùng gọi/nhắn tin trong 15 ngày. Áp dụng cho thuê bao trả trước, không giới hạn mệnh giá & số lần nạp. Đặt lịch tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Đã nhận","25 thg 5, 2025 20:39:45","NAPTHE-VNP","NAPTHE-VNP","(TB) Chủ Nhật Độc Quyền - Ưu đãi 50% (tối đa 10.000đ vào tài khoản chính di động). Áp dụng duy nhất với giao dịch nạp thẻ trực tiếp đầu tiên cho chính mình trên ứng dụng My VNPT trong ngày 25/5/2025 tại https://my.vnpt.com.vn/adv/napthe50 . CSKH: 18001091 nhánh 3 (0đ)."
"Đã nhận","24 thg 5, 2025 10:49:50","MyVNPT","MyVNPT","(TB) CHỦ NHẬT VÀNG - NẠP LÀ LỜI! My VNPT tặng bạn ưu đãi 50% tối đa 10.000đ khi nạp thẻ VinaPhone cho thuê bao trả trước (ưu đãi được tự động nạp vào tài khoản chính). Áp dụng cho giao dịch nạp thẻ đầu tiên cho chính mình. Đặt lịch ngay tại https://my.vnpt.com.vn/adv/napthe50. CSKH: 18001091 nhánh 3 (0đ). Trân trọng!"
"Đã nhận","22 thg 5, 2025 07:37:30","UIT","UIT","Truong DH CNTT thong bao hoc bu mon Cong nghe Java(IE303.P21.1) vao thu 6 ngay 30/05/2025, Tiet 1,2,3,4,5, Phong B2.02. Chi tiet vui long lien he (028) 372 52002 chon 155"
